Time,Grid Price,Temp,Energy Demand (kW),Amount of Battery Recharge (kWh),Amount of Battery Discharge (kWh),Grid Power (kWh),Total Power,Battery Power Stored (kWh),Net Power Change (kWh),Cost of Time Step with Battery,Cumulative Cost with Battery,Cost of Time Step without Battery,Cumulative Cost without Battery,Savings with Battery
2019-01-01 00:00:00,2.0,36.7,3.53,0.0,3.0,0.5299999999999998,3.53,37.375,-3.0,1.8489999999999998,1.8489999999999998,7.06,7.06,5.211
2019-01-01 01:00:00,1.9,35.8,3.6200000000000006,0.0,3.0,0.6200000000000006,3.6200000000000006,32.50625,-3.0,1.967000000000001,3.8160000000000007,6.878000000000001,13.938,10.122
2019-01-01 02:00:00,1.9,33.8,3.8200000000000003,0.0,3.0,0.8200000000000003,3.8200000000000003,27.880937499999998,-3.0,2.3470000000000004,6.163000000000001,7.258,21.196,15.033000000000001
2019-01-01 03:00:00,1.8,33.0,3.9000000000000004,8.881784197001252e-16,2.999999999999999,0.9000000000000012,3.9000000000000004,23.486890624999997,-2.9999999999999982,2.409000000000004,8.572000000000005,7.0200000000000005,28.216,19.644
2019-01-01 04:00:00,1.8,33.0,3.9000000000000004,0.0,3.0,0.9000000000000004,3.9000000000000004,19.312546093749997,-3.0,2.4090000000000007,10.981000000000005,7.0200000000000005,35.236000000000004,24.255
2019-01-01 05:00:00,1.7,33.0,3.9000000000000004,3.1086244689504383e-15,2.999999999999997,0.9000000000000035,3.9000000000000004,15.346918789062503,-2.999999999999994,2.3190000000000106,13.300000000000015,6.630000000000001,41.86600000000001,28.565999999999992
2019-01-01 06:00:00,1.8,33.0,3.9000000000000004,0.0,3.0,0.9000000000000004,3.9000000000000004,11.579572849609377,-3.0,2.4090000000000007,15.709000000000016,7.0200000000000005,48.88600000000001,33.17699999999999
2019-01-01 07:00:00,1.7,32.4,3.9600000000000004,1.7719159473017498e-13,2.999999999999823,0.9600000000001776,3.9600000000000004,8.000594207129263,-2.9999999999996456,2.4210000000005567,18.13000000000057,6.732,55.61800000000001,37.48799999999944
2019-01-01 08:00:00,1.6,32.0,4.0,0.0,3.0,1.0,4.0,4.600564496772799,-3.0,2.3890000000000002,20.51900000000057,6.4,62.01800000000001,41.49899999999944
2019-01-01 09:00:00,-0.8,31.6,4.04,2.9999999999880553,2.152089395544836e-12,4.039999999997848,4.04,7.370536271920062,2.9999999999859033,-5.631999999988158,14.887000000012414,-3.232,58.78600000000001,43.898999999987595
2019-01-01 10:00:00,0.0,31.5,4.05,3.0,0.0,4.05,4.05,10.002009458324059,3.0,0.0,14.887000000012414,0.0,58.78600000000001,43.898999999987595
2019-01-01 11:00:00,1.6,29.8,4.220000000000001,0.16943529177233785,2.830564708227662,1.3894352917723385,4.220000000000001,6.840779568952531,-2.6611294164553243,3.2386314519353574,18.125631451947772,6.752000000000002,65.53800000000001,47.41236854805224
2019-01-01 12:00:00,1.7,29.1,4.29,9.370282327836321e-14,2.9999999999999063,1.2900000000000937,4.29,3.4987405905050912,-2.9999999999998126,2.982000000000294,21.107631451948066,7.293,72.83100000000002,51.72336854805195
2019-01-01 13:00:00,1.5,28.4,4.36,2.914973882166662,1.2646828171643049e-11,4.3599999999873535,4.36,6.238777443133852,2.9149738821540154,10.912460823234348,32.020092275182414,6.540000000000001,79.37100000000002,47.35090772481761
2019-01-01 14:00:00,2.0,28.0,4.4,0.03658063722173521,2.963419362778265,1.4365806372217356,4.4,2.99999984542063,-2.9268387255565296,3.7257018412976253,35.74579411648004,8.8,88.17100000000002,52.42520588351998
2019-01-01 15:00:00,2.0,27.5,4.45,1.545793701929199e-07,2.99999984542063,1.4500001545793704,4.45,0.0,-2.9999996908412596,3.6890005776631067,39.43479469414315,8.9,97.07100000000003,57.636205305856876
2019-01-01 16:00:00,2.1,27.5,4.45,5.976206947735854e-14,0.0,4.45,4.45,5.976206947735854e-14,5.976206947735854e-14,9.345000000000127,48.77979469414328,9.345,106.41600000000003,57.63620530585675
2019-01-01 17:00:00,2.1,27.5,4.45,0.0,5.976206947735854e-14,4.449999999999941,4.45,0.0,-5.976206947735854e-14,9.344999999999892,58.12479469414317,9.345,115.76100000000002,57.636205305856855
2019-01-01 18:00:00,2.1,27.1,4.49,1.314429639004122e-14,0.0,4.49,4.49,1.314429639004122e-14,1.314429639004122e-14,9.429000000000029,67.55379469414319,9.429,125.19000000000003,57.63620530585683
2019-01-01 19:00:00,2.1,26.8,4.5200000000000005,0.0,1.314429639004122e-14,4.519999999999987,4.5200000000000005,0.0,-1.314429639004122e-14,9.491999999999978,77.04579469414317,9.492,134.68200000000002,57.63620530585685
