Time,Grid Price,Temp,Energy Demand (kW),Amount of Battery Recharge (kWh),Amount of Battery Discharge (kWh),Grid Power (kWh),Total Power,Battery Power Stored (kWh),Net Power Change (kWh),Cost of Time Step with Battery,Cumulative Cost with Battery,Cost of Time Step without Battery,Cumulative Cost without Battery,Savings with Battery
2019-01-01 00:00:00,2.0,36.7,3.53,2.47,3.53,0.0,3.53,39.315,-1.0599999999999996,5.868390000000001,5.868390000000001,7.06,7.06,1.191609999999999
2019-01-01 01:00:00,1.9,35.8,3.6200000000000006,2.3799999999999994,3.6200000000000006,0.0,3.6200000000000006,36.10925,-1.240000000000001,5.474059999999999,11.34245,6.878000000000001,13.938,2.595550000000001
2019-01-01 02:00:00,1.9,33.8,3.8200000000000003,2.1799999999999997,3.8200000000000003,0.0,3.8200000000000003,32.6637875,-1.6400000000000006,5.14666,16.48911,7.258,21.196,4.706890000000001
2019-01-01 03:00:00,1.8,33.0,3.9000000000000004,2.0999999999999996,3.9000000000000004,0.0,3.9000000000000004,29.230598125,-1.8000000000000007,4.8057,21.29481,7.0200000000000005,28.216,6.921190000000003
2019-01-01 04:00:00,1.8,33.0,3.9000000000000004,2.0999999999999996,3.9000000000000004,0.0,3.9000000000000004,25.969068218750003,-1.8000000000000007,4.8057,26.10051,7.0200000000000005,35.236000000000004,9.135490000000004
2019-01-01 05:00:00,1.7,33.0,3.9000000000000004,2.0999999999999996,3.9000000000000004,0.0,3.9000000000000004,22.8706148078125,-1.8000000000000007,4.595699999999999,30.69621,6.630000000000001,41.86600000000001,11.169790000000006
2019-01-01 06:00:00,1.8,33.0,3.9000000000000004,2.0999999999999996,3.9000000000000004,0.0,3.9000000000000004,19.927084067421873,-1.8000000000000007,4.8057,35.50191,7.0200000000000005,48.88600000000001,13.384090000000008
2019-01-01 07:00:00,1.7,32.4,3.9600000000000004,2.0399999999999996,3.9600000000000004,0.0,3.9600000000000004,17.010729864050777,-1.9200000000000008,4.509479999999999,40.01139,6.732,55.61800000000001,15.60661000000001
2019-01-01 08:00:00,1.6,32.0,4.0,2.0,4.0,0.0,4.0,14.160193370848237,-2.0,4.252000000000001,44.26339,6.4,62.01800000000001,17.754610000000007
2019-01-01 09:00:00,-0.8,31.6,4.04,5.999999999926886,5.127779828599846e-12,4.039999999994873,4.04,19.452183702227583,5.999999999921759,-8.031999999936058,36.23139000006394,-3.232,58.78600000000001,22.55460999993607
2019-01-01 10:00:00,0.0,31.5,4.05,3.0,2.220446049250313e-16,4.05,4.05,21.479574517116202,3.0,5.839773109528324e-17,36.23139000006394,0.0,58.78600000000001,22.55460999993607
