Time,Grid Price,Temp,Energy Demand (kW),Amount of Battery Recharge (kWh),Amount of Battery Discharge (kWh),Grid Power (kWh),Total Power,Battery Power Stored (kWh),Net Power Change (kWh),Cost of Time Step with Battery,Cumulative Cost with Battery,Cost of Time Step without Battery,Cumulative Cost without Battery,Savings with Battery
2019-01-01 00:00:00,2.0,36.7,3.53,0.0,1.0,2.53,3.53,39.375,-1.0,5.3229999999999995,5.3229999999999995,7.06,7.06,1.737
2019-01-01 01:00:00,1.9,35.8,3.6200000000000006,8.881784197001252e-15,0.9999999999999911,2.6200000000000094,3.6200000000000006,36.406250000000014,-0.9999999999999822,5.241000000000032,10.564000000000032,6.878000000000001,13.938,3.3739999999999686
2019-01-01 02:00:00,1.9,33.8,3.8200000000000003,0.0,1.0,2.8200000000000003,3.8200000000000003,33.585937500000014,-1.0,5.621,16.18500000000003,7.258,21.196,5.010999999999971
2019-01-01 03:00:00,1.8,33.0,3.9000000000000004,4.440892098500626e-15,0.9999999999999956,2.900000000000005,3.9000000000000004,30.90664062500002,-0.9999999999999911,5.483000000000016,21.668000000000045,7.0200000000000005,28.216,6.547999999999956
2019-01-01 04:00:00,1.8,33.0,3.9000000000000004,4.440892098500626e-16,0.9999999999999996,2.900000000000001,3.9000000000000004,28.361308593750017,-0.9999999999999991,5.483000000000002,27.151000000000046,7.0200000000000005,35.236000000000004,8.084999999999958
2019-01-01 05:00:00,1.7,33.0,3.9000000000000004,1.199040866595169e-14,0.999999999999988,2.9000000000000123,3.9000000000000004,25.943243164062537,-0.999999999999976,5.193000000000039,32.34400000000009,6.630000000000001,41.86600000000001,9.52199999999992
2019-01-01 06:00:00,1.8,33.0,3.9000000000000004,0.0,1.0,2.9000000000000004,3.9000000000000004,23.646081005859408,-1.0,5.4830000000000005,37.82700000000008,7.0200000000000005,48.88600000000001,11.058999999999926
2019-01-01 07:00:00,1.7,32.4,3.9600000000000004,0.0,1.0,2.9600000000000004,3.9600000000000004,21.463776955566438,-1.0,5.295000000000001,43.122000000000085,6.732,55.61800000000001,12.495999999999924
2019-01-01 08:00:00,1.6,32.0,4.0,0.0,1.0,3.0,4.0,19.390588107788115,-1.0,5.063000000000001,48.18500000000009,6.4,62.01800000000001,13.83299999999992
2019-01-01 09:00:00,-0.8,31.6,4.04,1.0,0.0,4.04,4.04,19.42105870239871,1.0,-4.032,44.15300000000009,-3.232,58.78600000000001,14.632999999999917
2019-01-01 10:00:00,0.0,31.5,4.05,0.5,0.0,4.05,4.05,18.950005767278775,0.5,0.0,44.15300000000009,0.0,58.78600000000001,14.632999999999917
2019-01-01 11:00:00,1.6,29.8,4.220000000000001,0.0,1.0,3.2200000000000006,4.220000000000001,17.002505478914834,-1.0,5.415000000000001,49.56800000000009,6.752000000000002,65.53800000000001,15.96999999999992
2019-01-01 12:00:00,1.7,29.1,4.29,0.0,1.0,3.29,4.29,15.152380204969091,-1.0,5.856,55.42400000000009,7.293,72.83100000000002,17.406999999999925
2019-01-01 13:00:00,1.5,28.4,4.36,0.0,1.0,3.3600000000000003,4.36,13.394761194720637,-1.0,5.303000000000001,60.72700000000009,6.540000000000001,79.37100000000002,18.643999999999934
2019-01-01 14:00:00,2.0,28.0,4.4,1.021405182655144e-14,0.9999999999999898,3.4000000000000106,4.4,11.725023134984626,-0.9999999999999796,7.063000000000039,67.79000000000013,8.8,88.17100000000002,20.380999999999887
2019-01-01 15:00:00,2.0,27.5,4.45,0.0,1.0,3.45,4.45,10.138771978235395,-1.0,7.163,74.95300000000013,8.9,97.07100000000003,22.117999999999896
